date,open,high,low,close,volume
2023-06-28,88.09027214,90.313929471,81.488440375,83.02752928,20.045855584
2023-06-29,82.9843525,85.739861985,82.93823209,84.72145445,3.629629568
2023-06-30,84.71051339,111.5572125,84.225,108.65636,311.410174602
2023-07-01,108.635,112.590997,102.6702752025,107.19739,24.428123725
2023-07-02,107.09495445,113.99545,105.102940095,113.51734,46.804247151
2023-07-03,113.567835,114.90825,105.46372545,107.282424875,168.43091937
2023-07-04,107.2574385,109.608,103.54,104.1255,21.722481251
2023-07-05,104.30125707,106.5841,98.680875,102.58798204,277.067756725
2023-07-06,102.61016895,106.373433505,95.0463345,95.28791725,208.361627018
2023-07-07,95.24397035,98.6152141,94.2610541,98.239,142.848648235
2023-07-08,98.21086415,101.3738735475,96.55600748,97.6503475,46.816411224
2023-07-09,98.054494,98.529341,94.612582,95.13097621,62.535584422
2023-07-10,94.9458982,97.991475,91.64125,96.76223885,41.895547867
2023-07-11,96.78765181,98.26324733,95.459426695,96.7775745,26.847173736
2023-07-12,96.76135902,97.8859366,94.013521,96.20569765,11.935803806
2023-07-13,96.218481,105.875672128,95.4800905,101.871264,85.617366486
2023-07-14,101.70301792,103.62,92.10815,95.166938,210.555830369
2023-07-15,95.326086,99.043071172,93.832954443,94.93574,58.221101102
2023-07-16,94.8301895,95.615146,92.0947766745,92.9195,120.87475333
2023-07-17,92.74,93.7002185,89.3678219065,92.2100181,42.508586577
2023-07-18,92.046935705,93.1653947495,89.4975124065,91.602,60.117908577
2023-07-19,91.4014073,94.31,91.2607045,91.998886945,5.109730225
2023-07-20,92.00170343,94.95109777,91.478485,92.397365,261.648395673
2023-07-21,92.36176145,94.7126456,91.70937819,94.12479035,1.499510159
2023-07-22,94.10757427,96.457,91.25975475,92.06335,5.707261596
2023-07-23,92.07440169,93.622105,91.554771825,93.16117,13.257506212
2023-07-24,92.7868,93.43445,87.127511,89.13240015,65.445527128
2023-07-25,89.135577,90.319,88.6036337,89.4449095,38.89615624
2023-07-26,89.452185,91.1593025,88.51712405,90.6253655,22.141616544
2023-07-27,90.643065,92.09638539,89.63256035,90.53506,1.805384774
2023-07-28,90.5788205,92.067637765,90.375332555,91.3619929,65.744087709
2023-07-29,91.4440325,94.8847966,90.071030533,94.294334945,21.582372957
2023-07-30,94.411884085,96.4955679,91.0375,94.1222975,5.526848799
2023-07-31,93.601325,95.01469,91.1498,92.26825175,53.214709394
2023-08-01,92.23082115,94.0654,88.138515,93.936368155,32.730917009
2023-08-02,93.897955,94.46866509,85.9075,87.451065365,21.846167899
2023-08-03,87.44369,89.119868077,81.0758729,82.44233375,312.901914933
2023-08-04,82.3730221,83.86288955,80.682726225,81.993500585,58.333844651
2023-08-05,82.1129185,86.39541134,81.272238035,83.08309,4.867199296
2023-08-06,83.0235,83.49045655,81.8377999995,82.357818625,9.936269428
2023-08-07,82.77391165,86.8754251115,79.309665,82.403023375,125.784951699
2023-08-08,82.385488,85.3192351,81.655691265,83.82504075,17.199563945
2023-08-09,83.807615,84.568430415,83.188894365,84.01745,14.794397052
2023-08-10,84.01085565,84.317559395,82.55593055,83.05,1.562089271
2023-08-11,83.0445795,83.60385,82.5285,83.518995,34.723098605
2023-08-12,83.48162955,84.0581074,82.5448220705,83.435185,4.296389548
2023-08-13,83.424791,83.701529415,81.04314865,81.7568501,5.151301115
2023-08-14,81.829988365,83.132253775,81.490208395,82.04205,23.831106911
2023-08-15,82.04220195,82.29395037,77.06069144,79.18768385,10.75833868
2023-08-16,79.1624715,79.615924345,72.7933781,74.506169715,182.949534774
2023-08-17,74.46533126,79.070876661,58.3724625,64.796010985,226.302107866
2023-08-18,64.78,73.611819589,63.168425,63.833,106.637472351
2023-08-19,63.93673425,73.611819589,63.51423623,64.14685,19.034698792
2023-08-20,64.15025,65.87755,63.9327,65.3244,79.5
2023-08-21,65.24465,73.611819589,64.39895,66.96645,118.975176088
2023-08-22,67.0135,74.1080975045,62.109,64.751,147.763628551
2023-08-23,64.7912,66.7182,64.0295,65.6295,34.275184895
2023-08-24,65.636,65.945,63.85,64.8709,1.202208036
2023-08-25,64.83,72.172613634,63.54405,65.01155,0.076132127
2023-08-26,65.10745,65.54705,64.78,64.9707,0.201252616
2023-08-27,64.955,65.91,64.7635,65.3454,0.407615994
2023-08-28,65.3215,73.1155416735,63.979,65.535,1.323335259
2023-08-29,65.4775,73.1155416735,64.44105,68.8965,0.666861274
